id,from,doi,pmid,pmcid
3313,citedby,10.1109/ICHI.2019.8904486,NA,NA
3314,citedby,10.1007/978-3-319-06826-8_10,NA,NA
3315,citedby,10.1016/j.sbi.2016.07.022,27522273,NA
3316,citedby,10.1021/pr5013009,26076068,NA
3317,citedby,10.1109/BIBM.2018.8621436,NA,NA
3318,citedby,10.1109/NAFOSTED.2017.8108071,NA,NA
3319,citedby,10.1007/s12539-017-0270-3,29094320,NA
3320,citedby,NA,NA,NA
3321,citedby,10.1093/jmcb/mjv013,25722345,NA
3322,citedby,10.1038/s41540-022-00255-4,36344521,NA
3323,citedby,10.1109/ICHI.2014.51,NA,NA
3324,citedby,10.1007/978-3-319-59575-7_3,NA,NA
3325,citedby,10.1016/j.jbi.2021.103902,34481057,NA
3326,citedby,10.1109/TCBB.2019.2927310,31295118,NA
3327,citedby,10.1016/j.knosys.2020.106238,NA,NA
3328,citedby,10.1007/978-3-319-98443-8_5,NA,NA
3329,citedby,10.1016/j.actaastro.2020.04.056,NA,NA
3330,citedby,10.1016/j.neuropharm.2018.05.035,29907424,NA
3331,citedby,10.1109/HPCC/SmartCity/DSS.2019.00047,NA,NA
3332,citedby,10.1088/1742-6596/2219/1/012029,NA,NA
3333,citedby,10.1016/j.knosys.2018.06.017,NA,NA
3334,citedby,10.1093/bib/bbac080,35325024,NA
3335,citedby,10.1016/j.compbiomed.2022.105322,35217342,NA
3336,citedby,10.1016/j.jbi.2018.08.007,30118855,NA
3337,citedby,NA,NA,NA
3338,citedby,10.1016/j.tox.2014.03.002,24657404,NA
3339,citedby,10.1007/978-3-031-12638-3_31,NA,NA
3340,citedby,10.1016/j.compbiomed.2021.105159,34971981,NA
3341,citedby,10.1016/j.patcog.2020.107385,NA,NA
3342,citedby,10.1186/s13173-021-00114-w,NA,NA
3343,citedby,10.1145/2147805.2147894,NA,NA
3344,citedby,NA,NA,NA
3345,citedby,10.2200/S00600ED1V01Y201409WEB009,NA,NA
3346,citedby,10.1007/978-3-319-49340-4_8,NA,NA
3347,citedby,10.1007/978-1-4939-7027-8_16,28849570,NA
3348,citedby,10.1504/IJWET.2019.102870,NA,NA
3349,citedby,10.1109/iThings-GreenCom-CPSCom-SmartData.2017.125,NA,NA
3350,citedby,10.1007/978-3-030-10752-9_11,NA,NA
3351,citedby,10.7494/csci.2018.19.2.2319,NA,NA
3352,citedby,10.1016/j.jbi.2016.06.009,27349858,NA
3353,citedby,NA,NA,NA
3354,citedby,10.1504/IJMEI.2018.093366,NA,NA
3355,citedby,10.1109/BIBM.2015.7359789,NA,NA
3356,citedby,10.1109/TNB.2020.2994983,32603299,NA
3357,citedby,10.1109/BIBM.2016.7822722,NA,NA
3358,citedby,10.1109/WSC.2012.6465128,NA,NA
3359,citedby,10.1016/j.micpro.2020.103751,NA,NA
3360,citedby,10.1109/BIBM.2018.8621337,NA,NA
3361,citedby,10.1504/IJDMB.2018.098947,NA,NA
3362,citedby,10.1016/j.bdr.2020.100174,NA,NA
3363,citedby,10.1016/j.jbi.2016.09.009,27634494,NA
3364,citedby,10.1021/pr300185k,22607352,NA
3365,citedby,NA,NA,NA
3366,citedby,10.1002/cpe.7259,NA,NA
3367,citedby,NA,NA,NA
3368,citedby,10.1007/978-3-030-00668-6_18,NA,NA
3369,citedby,10.1002/9781119785620.ch17,NA,NA
3370,citedby,10.1007/s12079-022-00697-9,36149574,NA
3371,citedby,10.1093/bioinformatics/btu087,24519378,NA
3372,citedby,10.1016/j.joi.2021.101188,NA,NA
3373,citedby,10.1002/hup.2546,27650405,NA
3374,citedby,10.1093/bib/bbx095,28968629,NA
3375,citedby,10.2174/1568026618666181025113226,30360720,NA
3376,citedby,10.1007/978-3-319-72209-2,NA,NA
3377,citedby,10.1109/IISA.2016.7785366,NA,NA
3378,citedby,10.1155/2020/8839524,NA,NA
3379,citedby,10.1007/978-1-4939-9089-4_13,30848465,NA
3380,citedby,10.1016/j.carpath.2022.107424,35314323,NA
3381,citedby,10.3233/978-1-61499-438-1-409,NA,NA
3382,citedby,10.1097/MOP.0000000000000491,28383342,PMC5491986
3383,citedby,10.1007/978-1-4939-7015-5_15,28451981,NA
3384,citedby,10.1007/978-3-319-94373-2_10,NA,NA
3385,citedby,10.1139/gen-2013-0125,24433206,NA
3386,citedby,10.1145/3405962.3405983,NA,NA
3387,citedby,10.1093/nar/gky1006,30357391,PMC6324067
3388,citedby,10.1039/c4ib00122b,25133803,NA
3389,citedby,10.1055/a-1914-1985,NA,NA
3390,citedby,10.1139/gen-2015-0028,26284904,NA
3391,citedby,NA,NA,NA
3392,citedby,10.1016/j.jmb.2022.167619,35504357,NA
3393,citedby,10.1016/j.jbi.2021.103961,34879250,NA
3394,citedby,10.1158/0008-5472.CAN-18-1022,29986997,NA
3395,citedby,10.1002/wrna.1686,34342388,NA
3396,citedby,10.1109/IISA.2017.8316441,NA,NA
3397,citedby,NA,NA,NA
3398,citedby,10.1109/INDICON47234.2019.9029004,NA,NA
3399,citedby,NA,NA,NA
3400,citedby,10.1007/s11427-017-9099-3,28639105,NA
3401,citedby,10.1007/978-3-030-62066-0_44,NA,NA
3402,citedby,10.1145/3316615.3316678,NA,NA
3403,citedby,10.1145/2808719.2812218,NA,NA
3404,citedby,10.1016/j.jbi.2019.103216,31128259,NA
3405,citedby,10.4018/IJERTCS.2017010104,NA,NA
3406,citedby,10.1109/EMBC.2018.8513349,30441255,NA
3407,citedby,10.1172/jci.insight.160274,36066972,NA
3408,citedby,10.1016/j.euroneuro.2022.04.008,35635998,NA
3409,citedby,NA,NA,NA
3410,citedby,10.1016/j.jbi.2016.03.015,27005590,NA
3411,citedby,10.1002/ijc.32179,30714141,NA
3412,citedby,10.1145/2649387.2660817,NA,NA
3413,citedby,10.1055/s-0039-1693165,31378854,NA
3414,citedby,NA,NA,NA
3415,citedby,10.1007/978-1-0716-2541-5_1,35980571,NA
3416,citedby,10.1007/978-1-0716-1839-4_18,34902135,NA
3417,citedby,NA,NA,NA
3418,citedby,10.1007/978-3-030-29726-8_23,NA,NA
3419,citedby,10.1007/978-1-61779-400-1_7,22130876,NA
3420,citedby,10.1177/1833358320934528,32691638,NA
3421,citedby,10.1016/B978-0-12-809633-8.20430-5,NA,NA
3422,citedby,10.1016/j.drudis.2009.09.011,19840866,NA
3423,citedby,10.1016/j.drudis.2011.12.005,NA,NA
3424,citedby,NA,NA,NA
3425,citedby,10.1007/978-3-319-59575-7_25,NA,NA
3426,citedby,10.1007/s00439-018-1915-y,30054724,NA
3427,citedby,10.1093/database/baw015,26989148,PMC4795929
3428,citedby,NA,NA,NA
3429,citedby,10.1016/j.jbi.2019.103292,31557529,NA
3430,citedby,NA,NA,NA
3431,citedby,10.1007/978-981-10-1503-8_11,27807751,NA
3432,citedby,NA,NA,NA
